-5.765110, -0.563881, -8.226733, 2.867162
-2.046729, -0.842789, -4.244214, 0.183243
-1.360233, -2.153572, -5.683638, 2.653856
3.794430, -0.235985, 3.299267, 2.251426
4.933454, 4.436642, 6.792184, 4.460904
0.826755, 0.035831, 1.386770, 4.685783
-3.470816, 1.473102, -6.896214, 2.493946
1.893520, 2.727256, -2.168341, 6.919736
5.983303, -3.641593, 3.656877, -1.709924
6.201464, 5.876637, 1.752018, 6.644483
-2.948558, 0.618117, -4.124894, 2.019526
-0.108970, -4.843849, 2.180681, -3.522855
7.290972, -7.523910, 3.088573, -2.526504
2.534015, -6.459416, 6.736566, -2.063225
3.366734, -2.475944, 1.474892, -1.736939
9.466446, -7.453525, 4.550982, -5.336151
7.654620, 3.793577, 7.436107, 6.091316
-1.111917, -1.088149, 0.037868, 3.866531
5.545257, -9.659661, 1.900279, -6.132179
7.882787, -6.063363, 3.812686, -5.726744
-5.531458, -0.234421, -2.710938, 2.572976
1.706187, -2.594140, 3.698740, -1.335862
-6.444869, -5.616406, -6.469742, -1.302462
-5.224653, -4.804926, -5.117075, -3.918668
7.217644, -2.171955, 3.689093, 1.768595
1.341332, -5.295399, 3.555297, -0.887153
7.510959, -8.395222, 5.683510, -5.141644
-1.773321, 7.568534, 2.271450, 8.200115
-3.417531, -5.348190, -4.163251, -1.596550
3.605890, -7.920224, 5.411212, -4.180791
7.137891, 2.601036, 8.469719, 6.501759
-3.545857, 7.589185, -4.688012, 8.363592
1.593456, -9.850408, 6.513956, -8.775851
0.890319, -8.710981, -3.197483, -5.229277
-0.398358, -1.504031, 3.925657, 1.263693
2.013593, 1.556223, 4.675265, 6.266602
-7.306764, -7.050100, -9.773117, -2.665506
