7.243466, -3.985403, 2.643868, 0.770143
-7.864896, 4.587716, -3.593526, 7.487738
2.537318, 5.978652, 4.679107, 7.928785
0.146347, -7.950280, 1.761844, -4.804279
1.193623, -5.495775, -2.646063, -2.679375
9.322763, 1.125218, 7.204321, 2.993409
-0.201985, -4.052417, 4.009112, 0.501403
0.603886, 4.908585, 1.826458, 7.365325
-7.620524, -2.148676, -9.425846, -0.327331
2.342481, 2.482390, 6.148596, 3.543213
0.429296, 4.799880, 4.789170, 9.757612
6.910309, -4.152375, 7.935578, -0.101195
4.545279, 4.848451, 3.147989, 5.887454
-0.474768, 6.201019, 2.257554, 6.985802
3.354880, -6.739169, 7.933420, -3.666871
8.850434, -1.009191, 4.551902, 0.428536
6.234298, -5.807905, 4.700438, -4.395508
-4.415011, 0.835606, -0.038962, 2.384725
-5.632493, 0.139908, -7.187716, 3.642670
-2.103696, 5.400484, -4.397468, 8.851517
6.467038, -2.770981, 8.559387, -1.412144
-2.500361, 5.468585, 1.011403, 6.014408
4.648297, -3.228629, 8.713210, 0.781351
-6.674541, -5.492354, -4.667491, -1.415386
-6.231047, -8.037205, -4.010673, -5.576040
8.995617, 1.872851, 6.271535, 6.106379
1.742555, -6.864809, -2.998495, -6.048897
-2.222317, -0.362939, 1.224596, 3.408385
