0.000000, 0.000000, 0.768707, 1.537414
0.768707, 1.537414, -5.471705, 2.913148
-5.471705, 2.913148, -2.402184, 1.668195
-2.402184, 1.668195, -2.072405, -0.997867
-2.072405, -0.997867, -7.559746, -1.648393
-7.559746, -1.648393, -6.914634, 0.776147
-6.914634, 0.776147, -6.889037, -2.421851
-6.889037, -2.421851, -3.580849, -2.922072
-3.580849, -2.922072, -5.693131, 2.200224
-5.693131, 2.200224, -2.817295, 4.073669
-2.817295, 4.073669, -1.920325, 2.775496
-1.920325, 2.775496, -2.108586, 3.934138
-2.108586, 3.934138, -6.370724, -3.019568
-6.370724, -3.019568, -2.267659, -1.246937
-2.267659, -1.246937, -1.889507, 0.999752
-1.889507, 0.999752, -5.945312, 1.388284
-5.945312, 1.388284, -1.943450, -0.833369
-1.943450, -0.833369, -5.458397, 2.955995
-5.458397, 2.955995, -1.570327, 3.828166
-1.570327, 3.828166, -0.866712, 3.336973
-0.866712, 3.336973, -1.024248, 3.666449
-1.024248, 3.666449, -11071.794076, -880.199332
