0.000000, 0.000000, 0.996969, 1.993939
0.996969, 1.993939, -7.039458, -1.540319
-7.039458, -1.540319, -8.617920, -1.605699
-8.617920, -1.605699, -8.298535, -1.008483
-8.298535, -1.008483, -7.573336, -1.664117
-7.573336, -1.664117, -7.237691, -0.823847
-7.237691, -0.823847, -6.677630, -1.456417
-6.677630, -1.456417, -6.466251, -0.689581
-6.466251, -0.689581, -6.031657, -1.306626
-6.031657, -1.306626, -5.918212, -0.594197
-5.918212, -0.594197, -1.926761, -7.856317
-1.926761, -7.856317, 524.707402, -11149.205308
