-0.725955, -6.967672, -5.481654, -3.491919
1.590442, -8.195879, -3.165257, -7.641815
-0.198029, -2.602427, 4.207623, 2.095744
-5.650216, 0.004722, -4.146111, 0.568857
6.819706, 6.551265, 7.394522, 6.840733
-0.093487, -8.850832, -2.805667, -8.230544
3.843953, -6.305821, 5.532695, -2.389686
-5.601896, -2.014261, -4.958871, 1.835344
8.499877, 8.288305, 3.652317, 9.224460
-5.145326, -1.033300, -5.096801, 2.080961
-4.233426, 8.539433, -7.664927, 9.378998
-7.933521, -1.882365, -4.929584, 2.923385
-2.849372, -8.269278, -6.695467, -3.347863
-4.394646, -9.775276, -7.710787, -6.322564
-8.075893, -0.541100, -9.432746, 0.053705
-2.064096, -9.752792, -6.573511, -8.374118
4.349885, -6.178921, 1.334961, -1.592599
-3.291762, -1.423407, -5.921237, -0.490456
0.971188, -8.846606, -1.281536, -6.319216
1.621161, -0.329288, -1.426112, 2.675259
5.289558, -3.697527, 4.851922, -3.367317
7.048399, -7.003757, 4.836722, -6.781735
-1.637170, 2.593788, -2.788176, 3.884110
