-0.652623, -1.725831, 0.842936, 2.377382
-6.095733, -9.237993, -9.736897, -6.469659
-5.223309, 3.645920, -2.668452, 6.285466
4.947105, 2.643204, 0.091000, 6.127502
0.479106, -9.395522, -3.010991, -9.281993
1.611494, 1.380399, 5.117918, 4.501680
-9.393778, 5.870697, -8.063019, 9.546651
-2.255164, -7.393668, -3.561204, -5.078839
-6.669455, -2.811424, -1.868893, 2.174995
-5.579569, -0.729373, -8.694746, 3.105736
-2.177710, -5.759154, -1.431990, -4.575646
-5.134888, 5.202516, -7.863701, 8.726335
-2.217839, -2.812641, 2.291118, -1.138701
-7.767356, 2.355334, -7.070008, 7.019631
-3.688619, 2.055442, -2.306283, 2.641245
8.065761, -1.093160, 6.441871, 3.609895
2.914193, -2.454229, 4.749729, 0.609524
7.493628, -1.981735, 4.378146, 2.057237
4.570413, -2.137108, 2.294190, -0.777203
-5.673007, -0.325679, -9.681308, -0.050555
4.324395, 4.938149, 2.998213, 6.982889
7.075876, -7.711437, 3.323930, -4.188991
-8.933983, 3.784208, -4.369329, 5.501790
1.329948, 3.541313, 0.270650, 8.229414
-3.500427, -8.426662, -7.563814, -4.929088
-9.947296, -5.021151, -8.718621, -0.241037
-1.045336, -1.539723, 2.380214, 1.873315
7.124655, -4.764637, 8.167778, -0.006497
-6.445936, 0.049881, -6.387035, 2.789833
8.530299, -7.315113, 7.542415, -4.351460
7.763976, 5.585974, 3.050392, 8.044392
-4.006897, -9.779403, -8.811426, -8.457189
5.915876, -7.036393, 1.429960, -4.577669
-9.302674, 0.615138, -5.039086, 3.533013
-7.635474, -2.446705, -7.835523, 1.583569
0.313688, -3.952674, 0.918107, -1.101330
